date,sex,industry_sic2007,decil_group,contents,year,value
2019-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (NOK),2019,26360
2020-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (NOK),2020,27450
2021-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (NOK),2021,28420
2022-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (NOK),2022,30070
2016-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2016,4.7
2017-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2017,4.6
2018-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2018,4.7
2019-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2019,4.6
2020-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2020,4.6
2021-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2021,4.5
2022-12-31,Both sexes,Real estate activities,Decile 1,Average monthly earnings (per cent),2022,4.6
2016-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2016,28000
2017-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2017,28410
2018-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2018,29230
2019-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2019,30070
2020-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2020,31250
2021-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2021,32480
2022-12-31,Both sexes,Real estate activities,Decile 1,Boundaries monthly earnings (NOK),2022,34370
2016-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2016,34.2
2017-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2017,32.9
2018-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2018,33.6
2019-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2019,34.6
2020-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2020,35.7
2021-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2021,34.8
2022-12-31,Both sexes,Real estate activities,Decile 1,Average age (years),2022,36
2016-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2016,19.3
2017-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2017,20.3
2018-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2018,19.3
2019-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2019,20.2
2020-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2020,20
2021-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2021,18.1
2022-12-31,Both sexes,Real estate activities,Decile 1,Average contractual working hours per week (hours),2022,16.3
2016-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2016,29810
2017-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2017,30160
2018-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2018,31180
2019-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2019,32320
2020-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2020,33400
2021-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2021,34800
2022-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (NOK),2022,36860
2016-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2016,5.6
2017-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2017,5.7
2018-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2018,5.6
2019-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2019,5.7
2020-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2020,5.6
2021-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2021,5.6
2022-12-31,Both sexes,Real estate activities,Decile 2,Average monthly earnings (per cent),2022,5.7
2016-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2016,31660
2017-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2017,32000
2018-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2018,32890
2019-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2019,34230
2020-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2020,35440
2021-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2021,37220
2022-12-31,Both sexes,Real estate activities,Decile 2,Boundaries monthly earnings (NOK),2022,39260
2016-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2016,42
2017-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2017,41.1
2018-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2018,42.4
2019-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2019,41.8
2020-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2020,43.1
2021-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2021,44
2022-12-31,Both sexes,Real estate activities,Decile 2,Average age (years),2022,43
2016-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2016,23.7
2017-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2017,24.5
2018-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2018,23.7
2019-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2019,23.1
2020-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2020,23.3
2021-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2021,23.4
2022-12-31,Both sexes,Real estate activities,Decile 2,Average contractual working hours per week (hours),2022,25.1
2016-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2016,33180
2017-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2017,33580
2018-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2018,34740
2019-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2019,36170
2020-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2020,37360
2021-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2021,39130
2022-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (NOK),2022,41110
2016-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2016,6.3
2017-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2017,6.3
2018-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2018,6.3
2019-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2019,6.3
2020-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2020,6.3
2021-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2021,6.3
2022-12-31,Both sexes,Real estate activities,Decile 3,Average monthly earnings (per cent),2022,6.3
2016-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2016,34910
2017-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2017,35180
2018-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2018,36560
2019-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2019,38070
2020-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2020,39500
2021-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2021,40810
2022-12-31,Both sexes,Real estate activities,Decile 3,Boundaries monthly earnings (NOK),2022,43130
2016-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2016,45.6
2017-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2017,45
2018-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2018,44.4
2019-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2019,44.3
2020-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2020,44.6
2021-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2021,45.9
2022-12-31,Both sexes,Real estate activities,Decile 3,Average age (years),2022,46.3
2016-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2016,25.1
2017-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2017,25.1
2018-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2018,26.5
2019-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2019,27.7
2020-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2020,28.1
2021-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2021,26.9
2022-12-31,Both sexes,Real estate activities,Decile 3,Average contractual working hours per week (hours),2022,27.3
2016-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2016,36410
2017-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2017,37080
2018-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2018,38460
2019-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2019,39970
2020-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2020,41120
2021-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2021,42860
2022-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (NOK),2022,45430
2016-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2016,6.9
2017-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2017,7
2018-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2018,7
2019-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2019,7
2020-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2020,6.9
2021-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2021,6.8
2022-12-31,Both sexes,Real estate activities,Decile 4,Average monthly earnings (per cent),2022,7
2016-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2016,38160
2017-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2017,39000
2018-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2018,40000
2019-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2019,41670
2020-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2020,43040
2021-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2021,45000
2022-12-31,Both sexes,Real estate activities,Decile 4,Boundaries monthly earnings (NOK),2022,47920
2016-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2016,46.1
2017-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2017,45.6
2018-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2018,45.4
2019-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2019,46.6
2020-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2020,46.8
2021-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2021,45.6
2022-12-31,Both sexes,Real estate activities,Decile 4,Average age (years),2022,45.4
