sex,industry_sic2007,decil_group,contents,year,value
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Boundaries monthly earnings (NOK),2021,NA
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Boundaries monthly earnings (NOK),2022,NA
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2016,49.2
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2017,49.1
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2018,49.7
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2019,50.1
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2020,50.3
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2021,50.2
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average age (years),2022,51
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2016,34.9
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2017,34.9
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2018,35.1
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2019,35.3
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2020,35
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2021,35
Both sexes,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 100,Average contractual working hours per week (hours),2022,35.1
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2016,64890
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2017,65830
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2018,67360
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2019,69600
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2020,71170
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2021,73160
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (NOK),2022,76980
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2016,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2017,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2018,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2019,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2020,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2021,1.5
Both sexes,Transportation and storage,Percentile 91,Average monthly earnings (per cent),2022,1.5
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2016,66000
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2017,66830
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2018,68520
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2019,70750
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2020,72350
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2021,74440
Both sexes,Transportation and storage,Percentile 91,Boundaries monthly earnings (NOK),2022,78230
Both sexes,Transportation and storage,Percentile 91,Average age (years),2016,46
Both sexes,Transportation and storage,Percentile 91,Average age (years),2017,46.3
Both sexes,Transportation and storage,Percentile 91,Average age (years),2018,46.4
Both sexes,Transportation and storage,Percentile 91,Average age (years),2019,47.2
Both sexes,Transportation and storage,Percentile 91,Average age (years),2020,47.5
Both sexes,Transportation and storage,Percentile 91,Average age (years),2021,48
Both sexes,Transportation and storage,Percentile 91,Average age (years),2022,47.8
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2016,35.8
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2017,36.2
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2018,36
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2019,35.9
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2020,35.1
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2021,35.6
Both sexes,Transportation and storage,Percentile 91,Average contractual working hours per week (hours),2022,35.9
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2016,67090
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2017,68050
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2018,69720
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2019,71970
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2020,73660
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2021,75710
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (NOK),2022,79530
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2016,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2017,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2018,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2019,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2020,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2021,1.5
Both sexes,Transportation and storage,Percentile 92,Average monthly earnings (per cent),2022,1.5
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2016,68290
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2017,69270
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2018,70910
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2019,73380
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2020,75000
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2021,77100
Both sexes,Transportation and storage,Percentile 92,Boundaries monthly earnings (NOK),2022,80780
Both sexes,Transportation and storage,Percentile 92,Average age (years),2016,46.7
Both sexes,Transportation and storage,Percentile 92,Average age (years),2017,46.8
Both sexes,Transportation and storage,Percentile 92,Average age (years),2018,47.3
Both sexes,Transportation and storage,Percentile 92,Average age (years),2019,47
Both sexes,Transportation and storage,Percentile 92,Average age (years),2020,47.7
Both sexes,Transportation and storage,Percentile 92,Average age (years),2021,48.1
Both sexes,Transportation and storage,Percentile 92,Average age (years),2022,47.9
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2016,36.2
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2017,36.5
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2018,36.3
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2019,36.1
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2020,34.4
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2021,35.8
Both sexes,Transportation and storage,Percentile 92,Average contractual working hours per week (hours),2022,35.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2016,69650
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2017,70610
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2018,72320
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2019,74790
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2020,76300
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2021,78680
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (NOK),2022,82410
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2016,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2017,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2018,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2019,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2020,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2021,1.6
Both sexes,Transportation and storage,Percentile 93,Average monthly earnings (per cent),2022,1.6
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2016,70980
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2017,71970
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2018,73800
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2019,76240
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2020,77890
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2021,80160
Both sexes,Transportation and storage,Percentile 93,Boundaries monthly earnings (NOK),2022,84140
Both sexes,Transportation and storage,Percentile 93,Average age (years),2016,47
Both sexes,Transportation and storage,Percentile 93,Average age (years),2017,47.7
Both sexes,Transportation and storage,Percentile 93,Average age (years),2018,47.7
Both sexes,Transportation and storage,Percentile 93,Average age (years),2019,48
Both sexes,Transportation and storage,Percentile 93,Average age (years),2020,48.3
Both sexes,Transportation and storage,Percentile 93,Average age (years),2021,48.1
Both sexes,Transportation and storage,Percentile 93,Average age (years),2022,48.1
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2016,36.3
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2017,36.3
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2018,35.8
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2019,35.9
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2020,35.5
Both sexes,Transportation and storage,Percentile 93,Average contractual working hours per week (hours),2021,36.1
